formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C10H13NO2	[M + H]+	C10H14NO2+	Amino acids and Peptides	0.598	Small peptides	0.555	Aminoacids	0.572	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.970	Amino acids, peptides, and analogues	0.778	Amino acids and derivatives	0.778	Amino acids	0.751	Organic compounds; Amino acids, peptides, and analogues; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminobenzoic acids and derivatives; Aniline and substituted anilines; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary alkylarylamines; Benzoic acids; Aminobenzoic acids; Dialkylarylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	180.102	161	2.681	666527364879904166	666526490065455430	11834	
1	C12H16N2O4	[M + H]+	C12H17N2O4+	Alkaloids	0.584	Small peptides	0.484	Dipeptides	0.231	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.618	Amino acids and derivatives	0.613	Amino acids and derivatives	0.613	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	253.118	162	2.694	666527356537431743	666526505819262074	11396	
1	C16H19NO5	[M + H]+	C16H20NO5+	Alkaloids	0.710	Tryptophan alkaloids	0.398	Simple indole alkaloids	0.204	Benzenoids	0.959							Benzenoids	0.959	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	306.134	162	2.698	666527368575086883	666526514304339746	12027	
1	C25H44N2O9	[M + H]+	C25H45N2O9+	Amino acids and Peptides	0.421	Linear polyketides	0.601	Open-chain polyketides	0.619	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.626			Carbohydrates and carbohydrate conjugates	0.626	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	517.313	162	2.698	666527388158295546	666526535527519856	11847	
1	C22H18N6O2S	[M + H]+	C22H19N6O2S+	Alkaloids	0.478	Tryptophan alkaloids	0.196	Carboline alkaloids	0.105	Benzenoids	0.992	Benzene and substituted derivatives	0.928	Benzenesulfonamides	0.924			Benzenesulfonamides	0.924	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Pyridines and derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Sulfonyls; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Aminosulfonyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	431.129	162	2.699	666527388019883428	666526529823265836	11882	
1	C15H14N2O6	[M + H]+	C15H15N2O6+	Alkaloids	0.749	Anthranilic acid alkaloids	0.435	Aminoacids	0.180	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.703	Amino acids and derivatives	0.704	Amino acids	0.797	Organic compounds; Amino acids, peptides, and analogues; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	319.092	162	2.703	666527377416680854	666526516787367889	11994	
1	C24H39NO5	[M + H]+	C24H40NO5+	Fatty acids	0.559	Fatty amides	0.040	Pyridine alkaloids	0.016	Benzenoids	0.653	Benzene and substituted derivatives	0.676					Benzene and substituted derivatives	0.676	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	422.291	162	2.703	666527388615474834	666526529227674603	11992	
1	C28H42N4O2	[M + K]+	C28H42KN4O2+	Alkaloids	0.836	Pseudoalkaloids (transamidation)	0.533	Corynanthe type	0.181	Lipids and lipid-like molecules	0.570							Lipids and lipid-like molecules	0.570	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	505.296	162	2.707	666527390502912816	666526535024203326	11991	
1	C17H34BN9O3	[M + Na]+	C17H34BN9NaO3+	Amino acids and Peptides	0.956	Small peptides	0.831	Tripeptides	0.539	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.808	Amino acids, peptides, and analogues	0.803	Amino acids and derivatives	0.786	Alpha amino acid amides	0.595	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Boronic acids; Azoles; Organometallic compounds; Carboxylic acid amides; Boronic acid derivatives; Carboxylic acid derivatives; Organometalloid compounds; Carbonyl compounds; Alpha amino acid amides; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	445.279	163	2.717	666527392407127637	666526531186414781	11951	
1	C13H15FS	[M + H]+	C13H16FS+	Terpenoids	0.863	Sesquiterpenoids	0.333	Thia fatty acids	0.017	Benzenoids	0.927	Benzene and substituted derivatives	0.655	Halobenzenes	0.521	Fluorobenzenes	0.618	Fluorobenzenes	0.618	Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Aryl fluorides; Fluorobenzenes; Thioethers; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Sulfenyl compounds; Hydrocarbon derivatives; Chemical entities	223.094	163	2.720	666527389194289224	666526500605741792	11955	
1	C26H42N4O6	[M + Na]+	C26H42N4NaO6+	Alkaloids	0.614	Small peptides	0.157	Dipeptides	0.133	Organic acids and derivatives	0.981	Carboxylic acids and derivatives	0.950	Amino acids, peptides, and analogues	0.865	Amino acids and derivatives	0.859	Alpha amino acid amides	0.522	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	529.301	163	2.721	666527390117036613	666526535959533213	12099	
1	C21H26N6O6	[M + H]+	C21H27N6O6+	Amino acids and Peptides	0.571	Small peptides	0.429	Dipeptides	0.174	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.967	Amino acids, peptides, and analogues	0.625	Amino acids and derivatives	0.624	Amino acids and derivatives	0.624	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	459.197	163	2.723	666527389974430199	666526532180464919	12240	
1	C28H33N3O6	[M + H]+	C28H34N3O6+	Amino acids and Peptides	0.487	Tryptophan alkaloids	0.567	Depsipeptides	0.079	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.944	Peptides	0.554	Peptides	0.554	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	508.244	164	2.729	666527402356019213	666526535187781197	12226	
1	C24H31N3O5	[M + H]+	C24H32N3O5+	Amino acids and Peptides	0.676	Linear polyketides	0.028	Pyridine alkaloids	0.025	Organoheterocyclic compounds	0.990	Tetrapyrroles and derivatives	0.641	Bilirubins	0.785			Bilirubins	0.785	Organic compounds; Organoheterocyclic compounds; Pyrroles; Pyrrolines; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Bilirubins; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	442.232	164	2.732	666527398459510257	666526530834093210	12137	
1	C26H38N6O3	[M + H]+	C26H39N6O3+	Alkaloids	0.496	Small peptides	0.115	Dipeptides	0.035	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.978	Amino acids, peptides, and analogues	0.868	Amino acids and derivatives	0.864	Amino acids and derivatives	0.864	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	483.309	165	2.744	666527391215944844	666526533543613864	12280	
1	C14H19NO4	[M + H]+	C14H20NO4+	Amino acids and Peptides	0.925	Small peptides	0.935	Dipeptides	0.583	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Phenylalanine and derivatives	0.850	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alkyl aryl ethers; Phenethylamines; Amphetamines and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; N-acyl-alpha amino acids; Benzenoids; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	266.138	165	2.753	666527396517546733	666526507790585129	12451	
1	C17H24N2O3	[M + H]+	C17H25N2O3+	Alkaloids	0.478	Small peptides	0.068	Dipeptides	0.054	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.953	Carboxylic acid derivatives	0.845	Carboxylic acid amides	0.520	Carboxylic acid amides	0.520	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.186	166	2.760	666527397134109791	666526513100574483	12298	
1	C13H17NO3	[M + Na]+	C13H17NNaO3+	Alkaloids	0.783	Small peptides	0.473	Dipeptides	0.212	Organic acids and derivatives	0.980	Carboxylic acids and derivatives	0.967	Amino acids, peptides, and analogues	0.621	Amino acids and derivatives	0.619	Amino acids and derivatives	0.619	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aralkylamines; Acetamides; Organic oxides; Hydrocarbon derivatives; N-acetyl-2-arylethylamines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	258.111	166	2.762	666527390431609586	666526506372910262	12334	
